cue_x,1_x,2_x,cue_y,1_y,2_y,episode_id,chosen_ball,chosen_pocket,route_kind,sink_ball_id,angle_score,dist_score,n_score,score_check_diff,V0,predicted_landing_x,predicted_landing_y,actual_landing_x,actual_landing_y,landing_error,outcome,failure_type
309.8388152800934,55.37046179731811,29.35181948944677,1020.4955626326595,113.27390227706708,919.8946728828691,0,1,lb,direct,1,1997.5164405731177,-1328.4979478372147,2000.0,139.8139139033956,2.5,-16.75843071412117,-16.75843071412117,328.2017705368698,806.3619977116435,892.4823696516019,fail,contact_no_pot
123.67955186253693,33.022447717338196,232.660058811969,969.1230661750033,744.4458460130314,623.5023943783035,1,1,lc,direct,1,1999.8577777157118,729.6977860188699,2000.0,8.006514358139611,2.5,-38.9,560.0,566.7584307141212,-16.75843071412117,836.3446790019697,fail,foul_cue_potted
87.90493201660598,113.43321121122062,456.23534983141826,574.6915272095378,868.7326299376409,553.764258047246,2,1,lt,direct,1,1993.7273116657882,227.66787192643824,2000.0,353.1258794170735,2.5,-16.75843071412117,1136.7584307141212,138.16216735920213,743.1101769036547,423.0358606967329,fail,foul_cue_potted
351.36175237875756,365.2425098138272,31.278723777108663,320.32323982510934,658.3135684444917,623.6801232061346,3,1,rt,direct,1,1995.890849492579,-596.2339245360099,2000.0,231.3278309518355,2.5,566.7584307141212,1136.7584307141212,16.052869587660023,18.565307643935117,1246.4479433723125,fail,contact_no_pot
460.8525366268018,102.88722759920576,23.60088200578815,1083.0395327036886,665.3153273353538,437.27012782040714,4,1,lc,direct,1,1997.5454371497449,-178.22229694841872,2000.0,138.18152901895837,2.5,-38.9,560.0,164.41497353339952,139.42080933537653,467.14433966708475,fail,contact_no_pot
244.95032212272795,469.5277599750548,231.08832976949827,190.29127686508866,315.56155187558716,339.3584872178072,5,1,rc,direct,1,1992.800958201759,424.09729456211835,2000.0,405.2756697792429,2.5,588.9000000000001,560.0,402.60988136748557,32.070753292886664,559.8332768144963,fail,foul_cue_potted
284.2346429436256,349.42180909854403,438.7673968239828,645.3250054447021,1090.4226616260369,466.08341147110775,6,1,rt,direct,1,1986.7288845050607,-85.18031763233967,2000.0,747.1077917957514,2.5,566.7584307141212,1136.7584307141212,405.5506188330125,931.4941859957905,261.00070645743796,fail,foul_cue_potted
214.04186017205166,166.5305468456927,128.25330103291674,90.34312735218934,1003.1801969926222,508.19812668673325,7,1,lt,direct,1,1990.5625030236474,-1528.754415468089,2000.0,531.2912489361236,2.5,-16.75843071412117,1136.7584307141212,-16.75843071412117,1136.7584307141212,0.0,fail,foul_cue_potted
408.57853470869964,336.27723320496114,167.0064143452609,789.789289156823,480.03129565524006,1072.711370978883,8,1,lb,direct,1,1995.50348706219,-819.229520204673,2000.0,253.13470092466832,2.5,-16.75843071412117,-16.75843071412117,-16.75843071412117,-16.75843071412117,0.0,success,
505.8935841928789,376.9429843961656,478.7796445312766,60.92574265057006,638.726120446101,740.584688699047,9,1,rt,direct,1,1993.6437817274293,-1453.7917908843156,2000.0,357.8282624096664,2.5,566.7584307141212,1136.7584307141212,503.31305107698586,941.6625716670526,205.15289521382317,fail,contact_no_pot
21.0215123598922,435.0619323658821,388.53872252508137,573.1920289834105,681.7532043093981,334.8099057606252,10,1,rc,direct,1,1989.75820931447,97.26403123499108,2000.0,576.5695902517477,2.5,588.9000000000001,560.0,566.7584307141212,-16.75843071412117,577.18327807574,fail,potted_wrong_pocket
476.6789351859616,103.5243482087563,29.48760974911113,946.4408953328019,703.1854029570229,145.3097248199776,11,1,lc,direct,1,1997.6482330501146,72.65315396272922,2000.0,132.39455367689789,2.5,-38.9,560.0,39.147797058546615,315.3824227792427,256.76685477499865,fail,contact_no_pot
502.4432696591575,20.15672756147893,301.6432682314581,941.6598554802465,582.966561452357,544.1783615830522,12,1,lc,direct,1,1997.0683724473445,17.21544897856552,2000.0,165.03825831877066,2.5,-38.9,560.0,-38.9,560.0,0.0,success,
48.95839584362227,209.90126227190143,150.2153340552346,946.3399398793495,754.5954836075011,395.0828747949964,13,1,rc,direct,1,1995.2258312616725,-26.939234239215466,2000.0,268.76555065113416,2.5,588.9000000000001,560.0,588.9000000000001,560.0,0.0,success,
294.9110907223781,363.654068828429,496.46948755390054,25.355435966245114,246.24625167739472,423.9328189389746,14,1,lc,direct,1,1985.9567162070828,-309.1249857384796,2000.0,790.5776080457072,2.5,-38.9,560.0,41.17757032975326,871.9696809279762,322.08306240505703,fail,contact_no_pot
386.5001279864607,432.2246949096324,104.6284321057001,955.703666993747,246.81573043685194,69.53631580000157,15,1,rb,direct,1,1995.6009938059624,-1068.16664337035,2000.0,247.64548277622225,2.5,566.7584307141212,-16.75843071412117,454.6059283243987,161.33141784892752,210.46182065516382,fail,contact_no_pot
388.99194169591806,147.14402905293997,375.6646856748006,190.44525175206613,336.5532111025778,521.3337432594444,16,1,lc,direct,1,1996.076613914894,301.9126678502414,2000.0,220.87007799181674,2.5,-38.9,560.0,24.193508278959033,496.22958155346674,89.70761983127755,fail,contact_no_pot
461.3895570156601,45.21115679767229,301.49670074105615,968.228349292169,724.9169419338388,665.5093400046535,17,1,lc,direct,1,1993.6991924318454,-7.483305104099145,2000.0,354.7088736111873,2.5,-38.9,560.0,126.55560247538145,775.9330718318705,272.0342770704442,fail,contact_no_pot
395.9214080593975,76.1408029004968,370.72873796600004,41.513295101216606,341.1370886880404,951.2793925937815,18,1,lc,direct,1,1996.2650845652743,-51.9354393288304,2000.0,210.25997581333058,2.5,-38.9,560.0,375.86202656826595,458.43579990370756,427.01618871444987,fail,contact_no_pot
298.3266985007238,77.22763161962467,96.87951227995546,272.27031114505587,559.6313269469691,595.3663391629659,19,1,lc,direct,1,1989.7644421948314,557.5570901831225,2000.0,576.2187053931784,2.5,-38.9,560.0,-38.9,560.0,0.0,success,
419.89784804301337,415.92538572511376,78.74719238804232,939.0545062365453,58.67077954761479,831.8857168456926,20,1,rb,direct,1,1988.2201487704745,-1261.7465817139969,2000.0,663.1559075142859,2.5,566.7584307141212,-16.75843071412117,198.35060757057127,70.66471634600096,378.63852259809084,fail,contact_no_pot
87.21914585689484,272.9159295109918,407.5792437822026,211.73088380737727,953.5230154119981,1069.0649056277887,21,1,lt,direct,1,1986.695673600726,-1462.3996043633024,2000.0,748.977425543613,2.5,-16.75843071412117,1136.7584307141212,-16.75843071412117,1136.7584307141212,0.0,success,
435.62780795658057,115.82501389340774,414.28646217960255,825.1985203356604,25.64441738647828,1055.374405876924,22,1,lb,direct,1,1990.6277288293813,-1084.263940444428,2000.0,527.6193113579611,2.5,-16.75843071412117,-16.75843071412117,191.96572262900418,189.54956238395914,293.4770181887537,fail,contact_no_pot
472.0931396487545,320.8659149899339,451.6880369286713,344.04328389453246,1077.6579231280473,89.41162505988338,23,1,lt,direct,1,1987.2864823298614,-1406.4082013219036,2000.0,715.7173875937933,2.5,-16.75843071412117,1136.7584307141212,-16.75843071412117,1136.7584307141212,0.0,fail,foul_cue_potted
382.3416000451213,292.46710486923297,362.96496003946254,992.9541098262904,286.5718536325607,626.7908941128151,24,1,rb,direct,1,1990.7517432820503,-1463.95406522152,2000.0,520.637821074085,2.5,566.7584307141212,-16.75843071412117,566.7584307141212,-16.75843071412117,0.0,success,
247.87979328895455,101.93637316860838,185.93817658256665,652.4516160649408,582.4177286730038,775.5195094558854,25,1,lc,direct,1,1996.1536218372903,1151.969965689172,2000.0,216.53485697183623,2.5,-38.9,560.0,-38.9,560.0,0.0,success,
163.77598956082048,157.08278612272505,511.7516219457405,842.336938757991,336.5881090777537,1007.0979009171413,26,1,lb,direct,1,1995.1019996140562,-733.3914719807549,2000.0,275.7367497820833,2.5,-16.75843071412117,-16.75843071412117,213.0127009193899,52.38474436195921,239.94906041021662,fail,contact_no_pot
402.62225343668166,114.61899185736348,209.94396669668572,960.4965870997858,371.2631877877775,877.7974931405382,27,1,lb,direct,1,1998.6079597426658,-1245.8891852979682,2000.0,78.36599140022099,2.5,-16.75843071412117,-16.75843071412117,344.520332367334,381.2256588888144,537.5069117981122,fail,contact_no_pot
139.22187755593876,503.38289566564134,169.515593119734,47.51486408768006,1016.3062898866646,198.9081457793443,28,,,,,,,,,,,,,,,skipped,skipped_no_route
48.889180575601245,331.66420421512197,165.2640269037219,462.26177810272276,295.8998942759633,759.5897740485476,29,1,rb,direct,1,1995.4553550454284,-161.7683780892594,2000.0,255.84433032780998,2.5,566.7584307141212,-16.75843071412117,566.7584307141212,-16.75843071412117,0.0,success,
284.3062895748329,497.1312733791128,119.23488346625282,848.7372250149831,116.05906017437357,1094.7175664097456,30,1,rb,direct,1,1997.845083555316,-765.498641821147,2000.0,121.3127010390499,2.5,566.7584307141212,-16.75843071412117,215.4612753731683,358.5405130322275,514.061269235264,fail,contact_no_pot
361.30294511673276,41.50562943303851,247.68965579405864,483.3608824119146,229.21743982644034,86.70428690637542,31,1,lb,direct,1,1992.5422974951487,3.749054330378385,2000.0,419.8371758872777,2.5,-16.75843071412117,-16.75843071412117,407.28534696653156,196.22466579836296,474.5260001198301,fail,contact_no_pot
358.3292918710209,301.36174663370787,320.7734304263761,496.9339945150573,780.4169157241047,73.02724568762147,32,1,lt,direct,1,1993.804918873297,-320.39099920342187,2000.0,348.75692117452127,2.5,-16.75843071412117,1136.7584307141212,-16.75843071412117,1136.7584307141212,0.0,fail,foul_cue_potted
59.73347649888984,102.78120325380877,469.88163031820363,399.22283321572763,1082.7865003586774,553.5766724967118,33,1,lt,direct,1,1987.0794338650996,-537.7018830147827,2000.0,727.37334231455,2.5,-16.75843071412117,1136.7584307141212,343.47714773153257,1065.5733500501397,367.2015627515933,fail,contact_no_pot
464.11679792590553,432.6923232674025,158.10186687401034,677.976631130433,913.2852595137185,924.0675090477876,34,1,rt,direct,1,1991.948710442876,516.9056864700162,2000.0,453.2536217038337,2.5,566.7584307141212,1136.7584307141212,566.7584307141212,1136.7584307141212,0.0,success,
486.2503164981087,174.4622982515283,114.17132949561802,250.34889721670623,1089.1668405732667,1088.800271914877,35,,,,,,,,,,,,,,,skipped,skipped_no_route
300.66663967837815,137.80080972632385,134.74043902693666,232.1629672272885,21.55998499783665,425.12138303461137,36,1,lb,direct,1,1992.13061397648,746.7753176489985,2000.0,443.0132204834217,2.5,-16.75843071412117,-16.75843071412117,144.943875987634,56.88536514042324,177.68242642572818,fail,contact_no_pot
246.06628801454156,478.29807550441075,324.1269801920459,1061.469511304878,231.94223970096314,639.3938550104565,37,,,,,,,,,,,,,,,skipped,skipped_no_route
266.42351031780515,290.1702446101938,260.1803361255377,958.7056241629614,627.368722062006,764.3270515705615,38,,,,,,,,,,,,,,,skipped,skipped_no_route
489.82759273448437,441.815724699213,340.5595792565177,467.8469216518049,1042.8534485842492,291.95591533666527,39,1,rt,direct,1,1989.076920567433,-254.81644259478298,2000.0,614.9232713396777,2.5,566.7584307141212,1136.7584307141212,566.7584307141212,1136.7584307141212,0.0,success,
435.75188221081373,33.097756325136686,249.35128384185825,785.7540546405812,997.4171290447298,147.67647563071014,40,1,lt,direct,1,1991.7780281022067,182.0107743298795,2000.0,462.8623171209265,2.5,-16.75843071412117,1136.7584307141212,345.8940233981238,1018.2931250708531,381.51124638047946,fail,contact_no_pot
114.37652090789089,265.3583584336769,379.9510766481181,362.1135290665345,94.22114617215715,359.48044256586263,41,1,rb,direct,1,1991.885043510659,102.59726936513812,2000.0,456.83780128219223,2.5,566.7584307141212,-16.75843071412117,65.17065615789444,149.95057357726517,528.5661620801068,fail,foul_cue_potted
445.210632089816,112.09438321003552,174.77202839528331,248.75091775389484,217.44367966141542,586.7864590260815,42,1,lb,direct,1,1989.0070851894031,161.7068534841926,2000.0,618.8547083834592,2.5,-16.75843071412117,-16.75843071412117,119.80209335755107,952.0525265230687,978.3881886028519,fail,foul_cue_potted
149.2636164402582,462.7241041403906,226.35459740019695,80.54950145654625,258.15337354688984,361.0163816417019,43,1,rc,direct,1,1992.5316173174983,-78.63747327143255,2000.0,420.43842481344245,2.5,588.9000000000001,560.0,503.481655377514,378.8514473510662,200.27753674551056,fail,foul_cue_potted
237.9575787835438,130.56422110542036,501.9955688470502,141.767724611808,1054.9847787314868,973.1338722113308,44,1,lt,direct,1,1989.9563719328694,-1367.4632388247173,2000.0,565.4138711785922,2.5,-16.75843071412117,1136.7584307141212,486.59818681455283,890.632191724958,560.3088522670854,fail,contact_no_pot
526.2495025959937,335.5667755864874,518.7136976985813,527.919509772896,324.8459174667232,747.2595750604728,45,1,lb,direct,1,1999.4441612616272,-309.592752633901,2000.0,31.291375060267455,2.5,-16.75843071412117,-16.75843071412117,-16.75843071412117,-16.75843071412117,0.0,success,
237.2910930255553,462.9456745527246,72.2860914244036,825.8657503887698,369.2064247065257,886.88090669543,46,1,rb,direct,1,1997.8314664216323,-753.2381201148664,2000.0,122.07928819450899,2.5,566.7584307141212,-16.75843071412117,77.10905745832443,264.45574995904394,564.6573510913271,fail,contact_no_pot
69.54768888259099,347.11810703893804,113.97299869485592,344.0722230609141,367.6289998111763,1011.4034200585911,47,1,rc,direct,1,1993.1175554086083,241.61836004319275,2000.0,387.4525832279969,2.5,588.9000000000001,560.0,529.4634208022763,933.1514829061827,377.8554434460491,fail,contact_no_pot
246.81904727663866,254.57182883649105,191.39749500368958,811.0026036522389,660.3494505113531,510.69090213620973,48,1,rb,direct,1,1994.8610046660913,-722.2963486175936,2000.0,289.30374823648344,2.5,566.7584307141212,-16.75843071412117,566.7584307141212,-16.75843071412117,0.0,success,
245.4129448418274,451.55362853883884,511.6297811989756,887.2298310843885,266.9275371745717,82.74963906041886,49,1,rb,combo,2,1998.5092644915685,-798.1222552387185,-601.4724164300528,83.92211749498574,2.5,566.7584307141212,-16.75843071412117,566.7584307141212,-16.75843071412117,0.0,success,
93.47903052603137,484.49936025215493,179.55846220631275,1071.4231888642814,624.8735862273395,980.0324406008473,50,,,,,,,,,,,,,,,skipped,skipped_no_route
350.13371863299005,229.04696888402245,184.65672757041395,289.3175846920061,70.63929720213636,335.16230292433283,51,1,lb,direct,1,1991.4382105271015,472.2151298300114,2000.0,481.99261240372743,2.5,-16.75843071412117,-16.75843071412117,66.41740482804153,876.256118777228,896.8797049891218,fail,contact_no_pot
207.64926275824047,213.8137881514956,185.34404538205348,948.3404634917516,121.7405135220636,468.1513854061757,52,1,lb,direct,1,1988.9690179385896,-1400.9177115921393,2000.0,620.9977339419338,2.5,-16.75843071412117,-16.75843071412117,73.6521043855275,78.41242070343759,131.26902078002962,fail,contact_no_pot
43.3889541986743,209.2674903491643,478.5172118362409,445.62535571686226,621.3850229949575,200.0682497409075,53,1,rc,direct,1,1988.5747156647233,82.68854116226066,2000.0,643.195287813011,2.5,588.9000000000001,560.0,588.9000000000001,560.0,0.0,success,
116.0910793647629,334.76225039969705,185.46350546020764,849.0083073303242,1021.2284290381364,292.9130092424545,54,1,rt,direct,1,1997.5727552746284,419.63521809941244,2000.0,136.6436338838148,2.5,566.7584307141212,1136.7584307141212,79.22052397101837,431.4634075447008,857.3997202116408,fail,contact_no_pot
23.67913861985909,438.1791783620905,523.6331298586479,688.0137067602946,991.2697522660017,556.4780060765727,55,1,rt,direct,1,1997.6212611694366,-118.04964436308455,2000.0,133.9129567245991,2.5,566.7584307141212,1136.7584307141212,566.7584307141212,1136.7584307141212,0.0,success,
446.119487961003,350.54308203380754,454.0671574479935,123.10095654727692,613.5633154134679,306.07333831872785,56,1,rt,direct,1,1993.5615585848725,-1267.1480730097373,2000.0,362.45707831392156,2.5,566.7584307141212,1136.7584307141212,506.567437792382,544.3768671954666,595.4316689811776,fail,contact_no_pot
234.30307894018367,128.64661036823202,258.5462678452898,648.9077105493442,503.1795055252851,127.88940380581232,57,1,lb,direct,1,1995.4377463127657,-162.7430859779397,2000.0,256.8356276592913,2.5,-16.75843071412117,-16.75843071412117,24.39434901634635,1041.868856270319,1059.426865823017,fail,foul_cue_potted
102.31070276496166,418.3296276100804,353.25217950725636,611.2734662221818,343.6472906857253,339.81195035897787,58,1,rb,direct,1,1994.6440997785853,-433.3360630883726,2000.0,301.5145779588238,2.5,566.7584307141212,-16.75843071412117,227.64549533048825,153.91064921549872,379.6386674043189,fail,contact_no_pot
225.10219922705667,138.76828439388788,72.6129368758032,506.0753619081575,164.34689563934137,530.7754279835495,59,1,lb,direct,1,1994.7268001912446,239.0486930793886,2000.0,296.8588937621257,2.5,-16.75843071412117,-16.75843071412117,-16.75843071412117,-16.75843071412117,0.0,success,
191.74721517497517,86.34851624126368,165.74969935960425,1092.8408821852925,560.3568831549901,257.6728128985256,60,1,lb,direct,1,1999.7951163803873,-1445.5780066356642,2000.0,11.534083075553099,2.5,-16.75843071412117,-16.75843071412117,184.11265559289032,427.627685377106,487.67634091557534,fail,contact_no_pot
470.09592076532755,262.19906818968116,360.7414383711437,509.1406294129841,973.6924548305351,107.53871855871486,61,1,lt,direct,1,1993.1712787549488,-531.669562927535,2000.0,384.42818556770635,2.5,-16.75843071412117,1136.7584307141212,291.16311559336623,639.0160954919291,585.288912378182,fail,contact_no_pot
529.0164190958677,388.6345399633025,123.33545873381905,814.480486370964,463.1572219618687,1059.9949364196814,62,1,rb,direct,1,1991.72833817559,-725.288080806497,2000.0,465.6596502737757,2.5,566.7584307141212,-16.75843071412117,473.69664335580757,890.0361019701146,911.5573601108958,fail,contact_no_pot
414.97286947704214,460.41635869535884,310.55326030198626,757.0480510894307,510.0602860551391,24.704458456973335,63,1,rb,direct,1,1999.7922902330515,-370.3200384085335,2000.0,11.693183242844043,2.5,566.7584307141212,-16.75843071412117,315.4429883966896,59.38405109382389,262.5968946562003,fail,contact_no_pot
317.02244234605627,33.98992516986647,30.55862352777143,200.3983146899141,244.85875518295933,705.7177464459953,64,1,lc,direct,1,1986.527510329435,111.43889183452734,2000.0,758.4443079864004,2.5,-38.9,560.0,310.6024207999595,1017.5401532247901,575.7559673663802,fail,contact_no_pot
